route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
OCE1506035,12589,OCESN003113F14014~NIB54862,"3113",1,,
OCE1506035,12590,OCESN003113F17017~NIR54861,"3113",1,,
OCE1506035,12591,OCESN003101F05005~NIB54832,"3101",1,,
OCE1506035,12592,OCESN003123F07007~NIB54882,"3123",1,,
OCE1506035,12593,OCESN003123F09009~NIB54883,"3123",1,,
OCE1506035,12594,OCESN003101F06006~NIB54831,"3101",1,,
OCE1506035,12595,OCESN003131F16016~NIB54900,"3131",1,,
OCE1506035,12596,OCESN003129F13013~NIR54897,"3129",1,,
OCE1506035,12597,OCESN003113F20020~NIR54859,"3113",1,,
OCE1506035,7014,OCESN003109F240247202,"3109",1,,
OCE1506035,7013,OCESN003109F320327203,"3109",1,,
OCE1506035,6306,OCESN003129F110117292,"3129",1,,
OCE1506035,4324,OCESN003109F230237199,"3109",1,,
OCE1506035,534,OCESN003105F300307172,"3105",1,,
OCE1506035,12598,OCESN003109F220227201,"3109",1,,
OCE1506035,6308,OCESN003129F070077294,"3129",1,,
OCE1506035,12599,OCESN003131F160167301,"3131",1,,
OCE1506035,12600,OCESN003103F140147161,"3103",1,,
OCE1506035,2135,OCESN003123F110117274,"3123",1,,
OCE1506035,5447,OCESN003131F130137304,"3131",1,,
OCE1506035,1154,OCESN003105F420427173,"3105",1,,
OCE1506035,12601,OCESN003107F220227189,"3107",1,,
OCE1506035,2341,OCESN003107F140147187,"3107",1,,
OCE1506035,12602,OCESN003121F060067265,"3121",1,,
OCE1506035,6901,OCESN003107F170177190,"3107",1,,
OCE1506035,12603,OCESN003121F040047264,"3121",1,,
OCE1506035,6261,OCESN003107F210217185,"3107",1,,
OCE1506035,7240,OCESN003105F400407175,"3105",1,,
OCE1506035,12604,OCESN003123F070077270,"3123",1,,
OCE1506035,1154,OCESN003129F040047295,"3129",1,,
OCE1506035,6453,OCESN003123F120127272,"3123",1,,
OCE1506035,12605,OCESN003103F240247159,"3103",1,,
OCE1506035,12606,OCESN003127F080087287,"3127",1,,
OCE1506035,12607,OCESN003127F010017286,"3127",1,,
OCE1506035,12020,OCESN003111F070077214,"3111",1,,
OCE1506035,1154,OCESN003117F070077246,"3117",1,,
OCE1506035,127,OCESN003111F080087215,"3111",1,,
OCE1506035,12608,OCESN003117F090097247,"3117",1,,
OCE1506035,4324,OCESN003117F100107249,"3117",1,,
OCE1506035,1731,OCESN003117F050057250,"3117",1,,
OCE1506035,1149,OCESN003125F220227280,"3125",1,,
OCE1506035,1154,OCESN003111F010017216,"3111",1,,
OCE1506035,4324,OCESN003103F150157158,"3103",1,,
OCE1506035,534,OCESN003127F030037288,"3127",1,,
OCE1506035,7016,OCESN003109F300307207,"3109",1,,
OCE1506035,5545,OCESN013127F0700715519,"13127",1,,
OCE1506035,4048,OCESN013131F1701715533,"13131",1,,
OCE1506035,4047,OCESN013131F1001015532,"13131",1,,
OCE1506035,605,OCESN013129F0900915526,"13129",1,,
OCE1506035,604,OCESN013129F0600615525,"13129",1,,
OCE1506035,3005,OCESN013141F1701715575,"13141",1,,
OCE1506035,2865,OCESN013137F0700715560,"13137",1,,
OCE1506035,3003,OCESN013141F0300315574,"13141",1,,
OCE1506035,79,OCESN013141F1801815576,"13141",1,,
OCE1506035,11432,OCESN013139F0200215569,"13139",1,,
OCE1506035,9973,OCESN013135F0500515549,"13135",1,,
OCE1506035,5980,OCESN013133F0400415545,"13133",1,,
OCE1506035,401,OCESN013141F0500515578,"13141",1,,
OCE1506035,604,OCESN013137F0500515563,"13137",1,,
OCE1506035,9974,OCESN013135F0300315551,"13135",1,,
OCE1506035,5980,OCESN013137F0200215562,"13137",1,,
OCE1506035,4048,OCESN013135F0800815550,"13135",1,,
OCE1506035,3004,OCESN013137F1001015561,"13137",1,,
OCE1506035,3006,OCESN013141F0200215577,"13141",1,,
OCE1506035,3002,OCESN013141F0400415572,"13141",1,,
OCE1506035,4049,OCESN013131F1401415534,"13131",1,,
OCE1506035,5979,OCESN013137F0300315558,"13137",1,,
OCE1506035,4055,OCESN013131F1201215535,"13131",1,,
OCE1506035,3004,OCESN013135F0900915552,"13135",1,,
OCE1506035,604,OCESN013133F0100115544,"13133",1,,
OCE1506035,3004,OCESN013131F1801815536,"13131",1,,
OCE1506035,3004,OCESN013141F1201215571,"13141",1,,
OCE1506035,2113,OCESN003199F020027319,"3199",1,,
OCE1506035,6428,OCESN003199F030037320,"3199",1,,
OCE1506035,377,OCESN013107F2802815442,"13107",1,,
OCE1506035,1033,OCESN013107F3903915440,"13107",1,,
OCE1506035,2943,OCESN013107F3403415441,"13107",1,,
OCE1506035,11415,OCESN013111F1201215453,"13111",1,,
OCE1506035,3004,OCESN013113F1301315459,"13113",1,,
OCE1506035,11449,OCESN013111F2202215451,"13111",1,,
OCE1506035,11450,OCESN013111F2002015452,"13111",1,,
OCE1506035,2341,OCESN013103F2202215425,"13103",1,,
OCE1506035,5545,OCESN013103F2402415427,"13103",1,,
OCE1506035,604,OCESN013101F0500515420,"13101",1,,
OCE1506035,605,OCESN013101F0700715421,"13101",1,,
OCE1506035,605,OCESN013103F1701715424,"13103",1,,
OCE1506035,5545,OCESN013105F2802815434,"13105",1,,
OCE1506035,605,OCESN013105F2202215435,"13105",1,,
OCE1506035,11442,OCESN013107F3803815438,"13107",1,,
OCE1506035,604,OCESN013103F1801815428,"13103",1,,
OCE1506035,604,OCESN013105F1901915432,"13105",1,,
OCE1506035,2341,OCESN013105F2602615433,"13105",1,,
OCE1506035,9736,OCESN013113F2602615460,"13113",1,,
OCE1506035,2866,OCESN013123F0800815506,"13123",1,,
OCE1506035,380,OCESN013123F0600615507,"13123",1,,
OCE1506035,11146,OCESN013121F1101115493,"13121",1,,
OCE1506035,2865,OCESN013123F1401415503,"13123",1,,
OCE1506035,2864,OCESN013123F1301315504,"13123",1,,
OCE1506035,675,OCESN013127F1301315516,"13127",1,,
OCE1506035,2341,OCESN013127F1101115517,"13127",1,,
OCE1506035,11441,OCESN013127F0900915518,"13127",1,,
OCE1506035,11439,OCESN013127F1001015514,"13127",1,,
OCE1506035,11440,OCESN013127F1201215515,"13127",1,,
OCE1506035,11425,OCESN013115F0800815467,"13115",1,,
OCE1506035,11424,OCESN013115F0700715465,"13115",1,,
OCE1506035,605,OCESN013121F0700715492,"13121",1,,
OCE1506035,11430,OCESN013119F0600615481,"13119",1,,
OCE1506035,11425,OCESN013119F0900915482,"13119",1,,
OCE1506035,2113,OCESN003190F040047309,"3190",0,,
OCE1506035,6428,OCESN003190F050057310,"3190",0,,
OCE1506035,12609,OCESN003110F100107211,"3110",0,,
OCE1506035,8393,OCESN003108F250257197,"3108",0,,
OCE1506035,1271,OCESN003130F220227298,"3130",0,,
OCE1506035,8719,OCESN003110F120127209,"3110",0,,
OCE1506035,12610,OCESN003108F150157198,"3108",0,,
OCE1506035,12611,OCESN003114F200207231,"3114",0,,
OCE1506035,12612,OCESN003114F190197229,"3114",0,,
OCE1506035,4314,OCESN003116F260267241,"3116",0,,
OCE1506035,675,OCESN003112F180187221,"3112",0,,
OCE1506035,6412,OCESN003112F260267220,"3112",0,,
OCE1506035,1151,OCESN003112F220227223,"3112",0,,
OCE1506035,12613,OCESN003106F16016~NIB54842,"3106",0,,
OCE1506035,12614,OCESN003106F08008~NIR54841,"3106",0,,
OCE1506035,12615,OCESN003106F12012~NIB54840,"3106",0,,
OCE1506035,12616,OCESN003108F16016~NIB54847,"3108",0,,
OCE1506035,12617,OCESN003108F17017~NIR54846,"3108",0,,
OCE1506035,12618,OCESN003126F100107282,"3126",0,,
OCE1506035,6308,OCESN003126F110117283,"3126",0,,
OCE1506035,604,OCESN003124F110117277,"3124",0,,
OCE1506035,12619,OCESN003104F26026~NIB54836,"3104",0,,
OCE1506035,12620,OCESN003118F12012~NIB54871,"3118",0,,
OCE1506035,12621,OCESN003114F20020~NIB54866,"3114",0,,
OCE1506035,12622,OCESN003114F09009~NIB54865,"3114",0,,
OCE1506035,12623,OCESN003120F23023~NIR54875,"3120",0,,
OCE1506035,12624,OCESN003118F08008~NIR54874,"3118",0,,
OCE1506035,12625,OCESN003118F16016~NIB54873,"3118",0,,
OCE1506035,12626,OCESN003110F18018~NIB54855,"3110",0,,
OCE1506035,12627,OCESN003108F15015~NIR54850,"3108",0,,
OCE1506035,12628,OCESN003108F32032~NIB54849,"3108",0,,
OCE1506035,12629,OCESN003110F15015~NIR54856,"3110",0,,
OCE1506035,12630,OCESN003114F19019~NIB54864,"3114",0,,
OCE1506035,12631,OCESN003110F10010~NIB54858,"3110",0,,
OCE1506035,6574,OCESN003126F070077285,"3126",0,,
OCE1506035,12632,OCESN003106F120127177,"3106",0,,
OCE1506035,1154,OCESN003104F120127168,"3104",0,,
OCE1506035,4324,OCESN003106F170177178,"3106",0,,
OCE1506035,6830,OCESN003106F060067180,"3106",0,,
OCE1506035,12633,OCESN003104F260267163,"3104",0,,
OCE1506035,1149,OCESN003102F090097156,"3102",0,,
OCE1506035,6428,OCESN003130F130137300,"3130",0,,
OCE1506035,604,OCESN003104F130137167,"3104",0,,
OCE1506035,12634,OCESN003104F190197166,"3104",0,,
OCE1506035,1149,OCESN003104F140147165,"3104",0,,
OCE1506035,12635,OCESN003130F250257296,"3130",0,,
OCE1506035,12636,OCESN003130F180187297,"3130",0,,
OCE1506035,12637,OCESN003108F330337194,"3108",0,,
OCE1506035,604,OCESN003102F070077155,"3102",0,,
OCE1506035,12638,OCESN003128F190197289,"3128",0,,
OCE1506035,1320,OCESN003132F310317306,"3132",0,,
OCE1506035,12639,OCESN003122F060067268,"3122",0,,
OCE1506035,12640,OCESN003124F130137275,"3124",0,,
OCE1506035,12641,OCESN003108F160167193,"3108",0,,
OCE1506035,12642,OCESN003108F170177192,"3108",0,,
OCE1506035,12643,OCESN003124F15015~NIR54885,"3124",0,,
OCE1506035,12644,OCESN003132F26026~NIB54903,"3132",0,,
OCE1506035,534,OCESN003120F180187262,"3120",0,,
OCE1506035,12645,OCESN003130F25025~NIB54898,"3130",0,,
OCE1506035,12646,OCESN003124F13013~NIB54884,"3124",0,,
OCE1506035,12647,OCESN003132F38038~NIB54905,"3132",0,,
OCE1506035,12648,OCESN003132F26026~NIR54904,"3132",0,,
OCE1506035,12649,OCESN003126F10010~NIB54889,"3126",0,,
OCE1506035,604,OCESN003100F150157151,"3100",0,,
OCE1506035,12650,OCESN003126F17017~NIR54890,"3126",0,,
OCE1506035,605,OCESN003100F140147152,"3100",0,,
OCE1506035,1154,OCESN003120F160167261,"3120",0,,
OCE1506035,12651,OCESN003128F22022~NIB54894,"3128",0,,
OCE1506035,12652,OCESN003122F02002~NIB54880,"3122",0,,
OCE1506035,12653,OCESN003122F06006~NIB54881,"3122",0,,
OCE1506035,12654,OCESN003128F19019~NIR54893,"3128",0,,
OCE1506035,1154,OCESN003116F210217242,"3116",0,,
OCE1506035,12014,OCESN003116F150157243,"3116",0,,
OCE1506035,12016,OCESN003116F160167244,"3116",0,,
OCE1506035,4324,OCESN003118F170177257,"3118",0,,
OCE1506035,12655,OCESN003120F230237260,"3120",0,,
OCE1506035,12656,OCESN003118F160167253,"3118",0,,
OCE1506035,534,OCESN003118F130137254,"3118",0,,
OCE1506035,604,OCESN013102F1201215423,"13102",0,,
OCE1506035,605,OCESN013102F1101115422,"13102",0,,
OCE1506035,10937,OCESN013122F1801815496,"13122",0,,
OCE1506035,10938,OCESN013122F1001015498,"13122",0,,
OCE1506035,5545,OCESN013122F2302315500,"13122",0,,
OCE1506035,605,OCESN013100F0600615419,"13100",0,,
OCE1506035,604,OCESN013100F0900915418,"13100",0,,
OCE1506035,2341,OCESN013122F1901915495,"13122",0,,
OCE1506035,1671,OCESN013136F0400415554,"13136",0,,
OCE1506035,10936,OCESN013122F1401415494,"13122",0,,
OCE1506035,605,OCESN013106F0500515437,"13106",0,,
OCE1506035,604,OCESN013106F0700715436,"13106",0,,
OCE1506035,4049,OCESN013136F0700715555,"13136",0,,
OCE1506035,3006,OCESN013136F0100115556,"13136",0,,
OCE1506035,2341,OCESN013104F0600615429,"13104",0,,
OCE1506035,5545,OCESN013104F0500515431,"13104",0,,
OCE1506035,380,OCESN013104F1001015430,"13104",0,,
OCE1506035,675,OCESN013122F1101115501,"13122",0,,
OCE1506035,3006,OCESN013130F1601615527,"13130",0,,
OCE1506035,604,OCESN013126F0900915513,"13126",0,,
OCE1506035,9077,OCESN013124F1101115511,"13124",0,,
OCE1506035,605,OCESN013126F1101115512,"13126",0,,
OCE1506035,4049,OCESN013128F2202215521,"13128",0,,
OCE1506035,605,OCESN013128F1301315522,"13128",0,,
OCE1506035,604,OCESN013128F1401415520,"13128",0,,
OCE1506035,3006,OCESN013128F1101115524,"13128",0,,
OCE1506035,3682,OCESN013138F0300315566,"13138",0,,
OCE1506035,604,OCESN013130F1501515531,"13130",0,,
OCE1506035,5743,OCESN013122F1601615502,"13122",0,,
OCE1506035,1271,OCESN013138F0800815564,"13138",0,,
OCE1506035,605,OCESN013130F0900915529,"13130",0,,
OCE1506035,4047,OCESN013124F0600615509,"13124",0,,
OCE1506035,4049,OCESN013130F1901915530,"13130",0,,
OCE1506035,2113,OCESN013138F0100115567,"13138",0,,
OCE1506035,5743,OCESN013138F1301315568,"13138",0,,
OCE1506035,2341,OCESN003198F030037315,"3198",0,,
OCE1506035,11146,OCESN013116F1901915468,"13116",0,,
OCE1506035,11415,OCESN013116F1301315470,"13116",0,,
OCE1506035,11414,OCESN013116F2502515472,"13116",0,,
OCE1506035,4047,OCESN013116F2002015471,"13116",0,,
OCE1506035,2113,OCESN013132F0300315543,"13132",0,,
OCE1506035,11348,OCESN013114F1601615462,"13114",0,,
OCE1506035,2135,OCESN013134F0400415546,"13134",0,,
OCE1506035,6850,OCESN013114F1701715463,"13114",0,,
OCE1506035,11416,OCESN013120F2302315484,"13120",0,,
OCE1506035,8832,OCESN013132F1101115541,"13132",0,,
OCE1506035,5545,OCESN013132F1401415542,"13132",0,,
OCE1506035,604,OCESN013132F0600615540,"13132",0,,
OCE1506035,2341,OCESN013132F0800815538,"13132",0,,
OCE1506035,605,OCESN013132F0500515539,"13132",0,,
OCE1506035,6852,OCESN013118F2602615478,"13118",0,,
OCE1506035,6850,OCESN013118F3303315475,"13118",0,,
OCE1506035,2341,OCESN013118F3003015476,"13118",0,,
OCE1506035,605,OCESN013134F0100115547,"13134",0,,
OCE1506035,380,OCESN013108F1301315446,"13108",0,,
OCE1506035,675,OCESN013108F1401415445,"13108",0,,
OCE1506035,604,OCESN013110F1601615449,"13110",0,,
OCE1506035,5743,OCESN013108F1101115448,"13108",0,,
OCE1506035,4873,OCESN003198F060067317,"3198",0,,
OCE1506035,2866,OCESN003198F040047318,"3198",0,,
OCE1506035,2424,OCESN013112F1501515457,"13112",0,,
OCE1506035,2425,OCESN013112F2202215458,"13112",0,,
OCE1506035,4047,OCESN013120F1401415488,"13120",0,,
OCE1506035,11418,OCESN013120F2702715489,"13120",0,,
OCE1506035,605,OCESN013110F1501515450,"13110",0,,
OCE1506035,6852,OCESN013120F1601615487,"13120",0,,
OCE1506037,1362,OCESN003363F070077884,"3363",1,,
OCE1506037,6285,OCESN003363F040047885,"3363",1,,
OCE1506037,719,OCESN003363F050057883,"3363",1,,
OCE1506037,12657,OCESN003341F16016~NIB54972,"3341",1,,
OCE1506037,1085,OCESN003335F280287671,"3335",1,,
OCE1506037,4039,OCESN003335F240247670,"3335",1,,
OCE1506037,976,OCESN003335F260267667,"3335",1,,
OCE1506037,1318,OCESN003335F160167668,"3335",1,,
OCE1506037,1320,OCESN003335F100107669,"3335",1,,
OCE1506037,12658,OCESN003335F040047666,"3335",1,,
OCE1506037,12659,OCESN003337F10010~NIR54964,"3337",1,,
OCE1506037,4976,OCESN003337F170177690,"3337",1,,
OCE1506037,4974,OCESN003337F370377689,"3337",1,,
OCE1506037,1362,OCESN003337F250257688,"3337",1,,
OCE1506037,1361,OCESN003337F270277694,"3337",1,,
OCE1506037,1085,OCESN003337F160167693,"3337",1,,
OCE1506037,12660,OCESN003337F100107692,"3337",1,,
OCE1506037,12661,OCESN003337F310317687,"3337",1,,
OCE1506037,12662,OCESN003345F26026~NIB54976,"3345",1,,
OCE1506037,12663,OCESN003345F24024~NIB54975,"3345",1,,
OCE1506037,12664,OCESN003337F300307685,"3337",1,,
OCE1506037,576,OCESN003335F190197656,"3335",1,,
OCE1506037,12665,OCESN003335F200207655,"3335",1,,
OCE1506037,4035,OCESN003335F120127660,"3335",1,,
OCE1506037,254,OCESN003335F150157659,"3335",1,,
OCE1506037,5875,OCESN003333F120127654,"3333",1,,
OCE1506037,453,OCESN003359F130137858,"3359",1,,
OCE1506037,1362,OCESN003359F040047857,"3359",1,,
OCE1506037,10740,OCESN003365F010017890,"3365",1,,
OCE1506037,675,OCESN003333F180187653,"3333",1,,
OCE1506037,96,OCESN003333F260267652,"3333",1,,
OCE1506037,156,OCESN003365F030037889,"3365",1,,
OCE1506037,12666,OCESN003337F23023~NIB54959,"3337",1,,
OCE1506037,12667,OCESN003335F080087665,"3335",1,,
OCE1506037,12668,OCESN003337F31031~NIR54963,"3337",1,,
OCE1506037,12669,OCESN003337F26026~NIB54961,"3337",1,,
OCE1506037,719,OCESN003335F050057663,"3335",1,,
OCE1506037,12670,OCESN003335F20020~NIB54950,"3335",1,,
OCE1506037,12671,OCESN003333F23023~NIB54949,"3333",1,,
OCE1506037,12672,OCESN003335F08008~NIB54952,"3335",1,,
OCE1506037,453,OCESN003335F230237662,"3335",1,,
OCE1506037,1362,OCESN003335F300307661,"3335",1,,
OCE1506037,719,OCESN003345F190197750,"3345",1,,
OCE1506037,96,OCESN003345F270277755,"3345",1,,
OCE1506037,976,OCESN003345F120127756,"3345",1,,
OCE1506037,12673,OCESN003345F250257754,"3345",1,,
OCE1506037,936,OCESN003361F090097877,"3361",1,,
OCE1506037,4579,OCESN003361F020027874,"3361",1,,
OCE1506037,674,OCESN003345F130137748,"3345",1,,
OCE1506037,12674,OCESN003345F260267749,"3345",1,,
OCE1506037,1085,OCESN003361F050057878,"3361",1,,
OCE1506037,12675,OCESN003345F240247747,"3345",1,,
OCE1506037,127,OCESN003351F210217771,"3351",1,,
OCE1506037,1362,OCESN003351F170177769,"3351",1,,
OCE1506037,1315,OCESN003351F260267770,"3351",1,,
OCE1506037,6285,OCESN003351F180187773,"3351",1,,
OCE1506037,976,OCESN003351F290297772,"3351",1,,
OCE1506037,9925,OCESN003351F240247775,"3351",1,,
OCE1506037,719,OCESN003351F220227774,"3351",1,,
OCE1506037,6285,OCESN003347F090097760,"3347",1,,
OCE1506037,1362,OCESN003345F200207757,"3345",1,,
OCE1506037,6285,OCESN003345F180187758,"3345",1,,
OCE1506037,1493,OCESN003347F170177763,"3347",1,,
OCE1506037,719,OCESN003347F160167761,"3347",1,,
OCE1506037,976,OCESN003347F180187762,"3347",1,,
OCE1506037,40,OCESN003361F030037873,"3361",1,,
OCE1506037,12676,OCESN003313F380387526,"3313",1,,
OCE1506037,12677,OCESN003357F50050~NIB54988,"3357",1,,
OCE1506037,12678,OCESN003367F12012~NIB54992,"3367",1,,
OCE1506037,5447,OCESN003339F140147708,"3339",1,,
OCE1506037,12679,OCESN003359F08008~NIB54990,"3359",1,,
OCE1506037,1493,OCESN003363F120127882,"3363",1,,
OCE1506037,976,OCESN003363F080087881,"3363",1,,
OCE1506037,1210,OCESN003315F280287548,"3315",1,,
OCE1506037,1315,OCESN003363F110117880,"3363",1,,
OCE1506037,79,OCESN003361F100107879,"3361",1,,
OCE1506037,4579,OCESN003343F070077737,"3343",1,,
OCE1506037,7340,OCESN003341F300307730,"3341",1,,
OCE1506037,1085,OCESN003343F100107740,"3343",1,,
OCE1506037,79,OCESN003343F150157741,"3343",1,,
OCE1506037,40,OCESN003343F090097738,"3343",1,,
OCE1506037,936,OCESN003343F130137739,"3343",1,,
OCE1506037,674,OCESN003341F280287723,"3341",1,,
OCE1506037,675,OCESN003341F440447724,"3341",1,,
OCE1506037,1029,OCESN003339F100107710,"3339",1,,
OCE1506037,96,OCESN003341F490497728,"3341",1,,
OCE1506037,12680,OCESN003341F160167726,"3341",1,,
OCE1506037,2807,OCESN003357F410417823,"3357",1,,
OCE1506037,2597,OCESN003357F280287822,"3357",1,,
OCE1506037,5551,OCESN003357F490497824,"3357",1,,
OCE1506037,1362,OCESN003355F280287819,"3355",1,,
OCE1506037,675,OCESN003355F350357818,"3355",1,,
OCE1506037,453,OCESN003355F330337821,"3355",1,,
OCE1506037,10358,OCESN003355F360367820,"3355",1,,
OCE1506037,12681,OCESN003357F500507831,"3357",1,,
OCE1506037,277,OCESN003357F250257830,"3357",1,,
OCE1506037,303,OCESN003357F140147826,"3357",1,,
OCE1506037,5552,OCESN003357F440447829,"3357",1,,
OCE1506037,5550,OCESN003357F340347828,"3357",1,,
OCE1506037,96,OCESN003355F370377817,"3355",1,,
OCE1506037,116,OCESN003367F150157898,"3367",1,,
OCE1506037,1317,OCESN003367F100107899,"3367",1,,
OCE1506037,1320,OCESN003367F140147896,"3367",1,,
OCE1506037,674,OCESN003333F190197651,"3333",1,,
OCE1506037,116,OCESN003353F180187798,"3353",1,,
OCE1506037,1320,OCESN003353F170177797,"3353",1,,
OCE1506037,1085,OCESN003353F160167799,"3353",1,,
OCE1506037,10403,OCESN003353F120127796,"3353",1,,
OCE1506037,674,OCESN003355F190197816,"3355",1,,
OCE1506037,1317,OCESN003353F150157795,"3353",1,,
OCE1506037,6462,OCESN003367F070077894,"3367",1,,
OCE1506037,1085,OCESN003367F020027893,"3367",1,,
OCE1506037,12682,OCESN003361F07007-552954427,"3361",1,,
OCE1506037,1881,OCESN003357F450457834,"3357",1,,
OCE1506037,6285,OCESN003359F060067855,"3359",1,,
OCE1506037,719,OCESN003359F110117853,"3359",1,,
OCE1506037,12683,OCESN003359F080087852,"3359",1,,
OCE1506037,976,OCESN003359F140147854,"3359",1,,
OCE1506037,976,OCESN003355F220227811,"3355",1,,
OCE1506037,1029,OCESN003357F240247833,"3357",1,,
OCE1506037,6285,OCESN003355F200207815,"3355",1,,
OCE1506037,719,OCESN003355F290297813,"3355",1,,
OCE1506037,6285,OCESN003307F210217422,"3307",1,,
OCE1506037,12684,OCESN003307F260267430,"3307",1,,
OCE1506037,1320,OCESN003307F300307429,"3307",1,,
OCE1506037,12685,OCESN003307F090097428,"3307",1,,
OCE1506037,12686,OCESN003307F190197426,"3307",1,,
OCE1506037,3058,OCESN003307F170177427,"3307",1,,
OCE1506037,6990,OCESN003303F440447357,"3303",1,,
OCE1506037,674,OCESN003303F380387356,"3303",1,,
OCE1506037,1085,OCESN003303F320327358,"3303",1,,
OCE1506037,5624,OCESN003327F180187628,"3327",1,,
OCE1506037,674,OCESN003309F120127455,"3309",1,,
OCE1506037,5603,OCESN003327F130137627,"3327",1,,
OCE1506037,6173,OCESN003309F380387451,"3309",1,,
OCE1506037,936,OCESN003309F140147452,"3309",1,,
OCE1506037,79,OCESN003309F570577454,"3309",1,,
OCE1506037,1493,OCESN003317F250257578,"3317",1,,
OCE1506037,116,OCESN003307F340347423,"3307",1,,
OCE1506037,1320,OCESN003315F080087537,"3315",1,,
OCE1506037,1085,OCESN003315F320327538,"3315",1,,
OCE1506037,936,OCESN003303F370377363,"3303",1,,
OCE1506037,368,OCESN003303F340347362,"3303",1,,
OCE1506037,40,OCESN003303F450457361,"3303",1,,
OCE1506037,12687,OCESN003307F320327417,"3307",1,,
OCE1506037,40,OCESN003319F100107595,"3319",1,,
OCE1506037,4579,OCESN003319F080087597,"3319",1,,
OCE1506037,12688,OCESN003313F370377525,"3313",1,,
OCE1506037,79,OCESN003319F170177593,"3319",1,,
OCE1506037,4656,OCESN003319F090097594,"3319",1,,
OCE1506037,1085,OCESN003319F160167598,"3319",1,,
OCE1506037,5066,OCESN003305F400407399,"3305",1,,
OCE1506037,6173,OCESN003305F210217398,"3305",1,,
OCE1506037,6798,OCESN003309F130137462,"3309",1,,
OCE1506037,5147,OCESN003309F500507461,"3309",1,,
OCE1506037,7340,OCESN003317F190197582,"3317",1,,
OCE1506037,976,OCESN003317F050057583,"3317",1,,
OCE1506037,936,OCESN003319F130137592,"3319",1,,
OCE1506037,674,OCESN003317F160167579,"3317",1,,
OCE1506037,675,OCESN003317F240247580,"3317",1,,
OCE1506037,6799,OCESN003309F550557470,"3309",1,,
OCE1506037,1347,OCESN003309F360367466,"3309",1,,
OCE1506037,976,OCESN003309F400407465,"3309",1,,
OCE1506037,96,OCESN003309F560567464,"3309",1,,
OCE1506037,12689,OCESN003309F310317468,"3309",1,,
OCE1506037,976,OCESN003305F300307385,"3305",1,,
OCE1506037,1317,OCESN003305F290297384,"3305",1,,
OCE1506037,1362,OCESN003305F280287383,"3305",1,,
OCE1506037,6171,OCESN003305F390397387,"3305",1,,
OCE1506037,1484,OCESN003305F200207386,"3305",1,,
OCE1506037,1320,OCESN003305F360367382,"3305",1,,
OCE1506037,6455,OCESN003323F130137620,"3323",1,,
OCE1506037,12690,OCESN003307F080087415,"3307",1,,
OCE1506037,12691,OCESN003307F230237416,"3307",1,,
OCE1506037,254,OCESN003305F250257381,"3305",1,,
OCE1506037,1258,OCESN003305F330337380,"3305",1,,
OCE1506037,1085,OCESN003305F240247392,"3305",1,,
OCE1506037,1085,OCESN003309F520527459,"3309",1,,
OCE1506037,116,OCESN003305F410417395,"3305",1,,
