service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
11432,1,1,1,1,1,0,0,20200220,20200520
9973,0,0,0,0,0,1,1,20200308,20200405
5980,1,1,1,1,1,0,0,20200309,20200520
9974,1,1,1,1,1,0,0,20200220,20200520
3004,0,0,0,0,1,1,0,20200425,20200502
3006,0,0,0,0,0,1,1,20200222,20200307
4049,0,0,0,0,0,1,1,20200308,20200517
5979,0,0,0,0,0,1,1,20200222,20200419
4055,1,1,1,1,1,0,0,20200414,20200426
2113,0,0,0,0,0,0,1,20200223,20200301
6428,0,0,0,0,0,0,1,20200308,20200517
377,1,1,1,1,1,0,0,20200309,20200320
2943,1,1,1,1,0,0,0,20200309,20200322
11449,0,0,0,0,0,1,1,20200222,20200412
11450,1,1,1,1,1,0,0,20200220,20200520
11442,0,0,0,0,0,1,1,20200309,20200405
9736,1,1,1,1,1,0,0,20200406,20200510
2866,0,0,0,0,1,1,0,20200425,20200502
380,1,1,1,1,1,0,0,20200220,20200520
11146,1,1,1,1,1,0,0,20200220,20200306
2864,0,0,0,0,0,1,1,20200222,20200419
675,0,0,0,0,0,0,1,20200223,20200301
11441,0,0,0,0,0,0,1,20200308,20200517
11439,1,1,1,1,1,0,0,20200309,20200520
11440,1,1,1,1,1,0,0,20200220,20200306
11425,0,0,0,0,0,1,1,20200222,20200412
11424,1,1,1,1,1,0,0,20200220,20200520
8393,0,0,0,0,0,1,0,20200222,20200516
1271,1,1,1,1,1,0,0,20200220,20200228
12610,0,0,0,0,0,0,1,20200223,20200405
12612,1,1,1,1,1,1,0,20200302,20200405
4314,0,0,0,0,1,1,0,20200425,20200509
6412,0,0,0,0,0,0,1,20200308,20200405
1151,0,0,0,0,0,0,1,20200419,20200510
12613,0,0,0,0,1,1,0,20200425,20200509
12614,0,0,0,0,0,0,1,20200419,20200510
12615,1,1,1,1,1,1,0,20200316,20200405
12616,0,1,1,1,1,0,0,20200316,20200405
12618,1,0,0,0,0,0,0,20200224,20200518
12619,0,0,0,0,0,0,1,20200223,20200405
12620,0,0,0,0,1,1,0,20200508,20200509
12624,0,0,0,0,0,0,1,20200419,20200503
12625,0,0,0,0,0,1,0,20200222,20200418
12626,0,0,0,0,0,0,1,20200419,20200510
12628,0,0,0,0,1,1,0,20200425,20200509
12629,0,0,0,0,1,1,0,20200425,20200509
12630,0,0,0,0,0,0,1,20200302,20200405
12631,1,1,1,1,1,1,1,20200316,20200405
6574,0,0,0,0,1,0,0,20200420,20200510
12634,0,0,0,0,0,0,1,20200419,20200510
12635,0,0,0,0,1,0,0,20200306,20200520
12636,0,0,0,0,0,0,1,20200223,20200301
12637,0,0,0,0,0,0,1,20200419,20200510
12638,0,0,0,0,0,1,1,20200222,20200419
1320,0,0,0,0,0,1,1,20200222,20200301
12639,0,0,0,0,0,0,1,20200413,20200517
12641,1,0,0,0,0,0,0,20200316,20200405
12643,0,0,0,0,1,1,0,20200508,20200509
12644,0,0,0,0,0,1,1,20200314,20200405
12645,1,1,1,1,0,0,0,20200302,20200519
12646,1,1,1,1,1,1,1,20200309,20200405
12647,0,0,0,0,1,1,0,20200501,20200509
12649,0,1,1,1,0,0,0,20200220,20200519
12650,0,0,0,0,1,1,0,20200508,20200509
12651,0,0,0,0,1,1,0,20200508,20200509
12652,0,0,0,0,1,1,0,20200501,20200509
12653,0,0,0,0,0,1,1,20200222,20200405
12654,1,1,0,0,0,0,0,20200414,20200520
12016,1,1,1,1,1,0,0,20200220,20200520
12655,0,0,0,0,0,0,1,20200223,20200510
10937,1,1,1,1,1,0,0,20200220,20200306
10938,1,1,1,1,1,0,0,20200413,20200520
1671,1,1,1,1,1,0,0,20200414,20200426
9077,0,0,0,0,0,1,1,20200308,20200405
3682,1,1,1,1,1,0,0,20200302,20200520
5743,0,0,0,0,0,0,1,20200308,20200405
11414,1,1,1,1,1,1,1,20200316,20200405
11348,1,1,1,1,1,1,0,20200224,20200315
6850,1,1,1,1,1,1,0,20200314,20200405
11416,1,1,1,1,1,0,0,20200316,20200405
8832,0,0,0,0,0,0,1,20200308,20200517
4873,0,0,0,0,0,1,0,20200314,20200405
2424,1,1,1,1,1,1,1,20200220,20200307
2425,1,1,1,1,1,1,1,20200308,20200405
11418,0,0,0,0,0,1,1,20200308,20200405
1362,1,1,1,1,1,0,0,20200302,20200306
6285,1,1,1,1,1,0,0,20200309,20200316
719,0,1,1,1,1,0,0,20200317,20200320
12657,1,1,1,0,0,0,0,20200414,20200519
4039,1,1,1,1,1,0,0,20200413,20200503
976,1,1,1,1,1,0,0,20200323,20200327
12658,0,0,0,0,0,0,1,20200412,20200510
4976,1,1,1,1,1,1,1,20200308,20200315
4974,1,1,1,1,1,1,1,20200321,20200329
1361,1,1,1,1,1,0,0,20200316,20200320
12660,1,1,1,1,1,0,0,20200414,20200426
12662,1,1,1,1,1,0,1,20200413,20200426
12664,0,0,0,0,0,1,1,20200222,20200301
576,1,1,1,1,1,0,0,20200309,20200313
4035,0,0,0,0,1,1,0,20200420,20200509
453,1,1,1,1,1,0,0,20200220,20200228
10740,0,0,0,0,0,1,0,20200420,20200509
96,0,0,0,0,0,0,1,20200322,20200329
12666,0,0,0,0,1,1,0,20200420,20200509
12668,1,1,1,1,1,0,0,20200220,20200228
12669,0,0,0,0,0,0,1,20200412,20200510
12670,0,0,0,0,0,1,0,20200321,20200405
12671,0,0,0,0,0,0,1,20200419,20200426
12672,0,0,0,0,0,1,1,20200314,20200315
12673,0,0,0,0,0,0,1,20200223,20200301
936,0,0,0,0,0,1,0,20200222,20200229
674,0,0,0,0,0,0,1,20200308,20200315
12674,1,1,1,1,1,0,1,20200330,20200410
12675,1,1,1,1,1,0,0,20200220,20200228
1315,1,1,1,1,1,0,0,20200220,20200228
9925,1,1,1,1,1,0,0,20200330,20200426
1493,1,1,1,1,1,0,0,20200330,20200426
12677,1,1,1,1,0,0,0,20200406,20200422
12678,0,0,0,0,1,1,0,20200420,20200509
12679,1,1,1,1,1,0,0,20200330,20200426
7340,0,0,0,0,0,0,1,20200405,20200517
12680,0,0,0,1,0,0,0,20200417,20200520
5551,0,0,0,0,1,0,0,20200410,20200424
10358,1,1,1,1,1,0,1,20200330,20200426
12681,0,0,0,1,0,0,0,20200416,20200423
303,1,1,1,1,0,0,0,20200323,20200326
5552,1,1,1,1,0,0,0,20200220,20200227
5550,1,1,1,1,0,0,0,20200302,20200319
116,0,0,0,0,0,1,1,20200321,20200329
1317,0,0,0,0,0,1,1,20200308,20200315
6462,0,0,0,0,0,0,1,20200413,20200510
12682,0,0,0,0,1,1,0,20200420,20200509
1881,0,0,0,0,1,0,0,20200221,20200228
12683,0,0,0,0,1,0,0,20200515,20200520
12684,1,1,0,1,1,0,0,20200220,20200228
3058,0,0,0,0,1,1,0,20200420,20200509
5624,1,0,0,0,0,0,0,20200224,20200302
5603,1,0,0,0,0,0,0,20200309,20200316
6173,1,1,1,1,0,0,0,20200427,20200503
12687,0,0,1,0,0,0,0,20200401,20200519
4656,0,0,0,0,0,1,0,20200420,20200509
5066,1,1,1,1,1,0,0,20200406,20200410
6798,1,1,1,0,0,0,0,20200504,20200506
5147,1,1,1,0,0,0,0,20200316,20200318
6799,1,1,1,1,1,0,0,20200330,20200426
1347,1,1,1,1,1,0,0,20200224,20200228
12689,0,0,0,0,1,1,0,20200420,20200509
1484,1,1,1,1,0,0,0,20200504,20200507
1258,1,1,1,1,1,0,0,20200220,20200228
4116,0,0,0,1,1,0,0,20200319,20200320
2926,1,1,1,1,0,0,0,20200427,20200520
1708,0,0,0,0,0,1,1,20200307,20200315
12694,0,1,0,0,0,0,0,20200331,20200519
12695,1,0,1,1,1,0,0,20200302,20200306
12696,0,0,0,0,1,1,0,20200420,20200509
12697,1,0,1,1,1,0,0,20200302,20200306
12698,1,0,1,1,1,0,0,20200323,20200327
6403,1,1,1,1,1,0,0,20200302,20200316
6321,0,0,0,0,0,0,1,20200404,20200517
12699,0,0,0,0,0,0,1,20200427,20200510
12700,0,0,0,0,0,0,1,20200412,20200510
12701,0,0,1,1,1,0,0,20200318,20200320
12702,1,0,1,1,1,0,0,20200220,20200228
12705,1,0,1,1,1,0,0,20200330,20200426
12706,1,1,0,1,1,0,0,20200302,20200306
12707,1,0,1,1,1,0,0,20200221,20200228
12708,0,0,0,0,0,0,1,20200412,20200510
6322,0,0,0,0,1,0,0,20200403,20200426
12709,0,0,0,0,1,1,0,20200420,20200509
12710,1,0,1,1,1,0,0,20200323,20200327
12711,0,0,1,1,1,0,0,20200318,20200320
12712,0,0,0,0,0,0,1,20200412,20200510
12713,1,1,0,1,1,0,0,20200330,20200503
12714,1,1,0,1,0,0,0,20200504,20200507
12716,0,1,0,1,1,0,0,20200317,20200320
12717,1,1,0,1,1,0,0,20200323,20200327
8731,1,0,0,0,0,0,0,20200427,20200504
1443,0,0,0,1,1,0,0,20200220,20200221
8732,1,0,0,0,0,0,0,20200511,20200518
12721,0,1,0,0,0,0,0,20200331,20200519
5670,0,0,0,0,0,0,1,20200404,20200517
12722,1,0,1,1,1,0,0,20200330,20200426
6786,1,1,1,1,1,1,1,20200413,20200426
5058,1,1,1,1,1,0,0,20200317,20200327
12723,1,1,1,1,1,0,0,20200330,20200412
12724,0,0,0,0,1,1,0,20200425,20200509
5065,1,1,1,1,0,0,0,20200504,20200507
12725,0,1,0,1,0,0,0,20200512,20200519
12726,0,0,0,0,1,1,0,20200420,20200509
12727,0,0,0,0,1,1,0,20200420,20200509
316,1,1,1,1,1,0,0,20200414,20200430
12729,0,0,1,0,0,0,0,20200415,20200518
12730,0,0,0,0,1,0,0,20200413,20200426
12731,0,0,0,0,0,0,1,20200412,20200510
12732,1,1,1,1,1,0,0,20200406,20200410
12733,0,0,0,0,0,0,1,20200412,20200510
12734,0,0,0,0,1,1,0,20200420,20200509
5665,1,1,1,1,1,0,0,20200414,20200426
7341,0,0,0,0,1,0,0,20200403,20200426
5880,0,0,0,0,1,0,0,20200320,20200327
12736,0,0,0,0,1,1,0,20200420,20200509
12737,0,0,0,0,1,1,0,20200420,20200509
12738,1,1,1,1,1,0,0,20200302,20200306
12739,0,0,0,0,0,1,0,20200321,20200328
12740,0,0,0,0,0,0,1,20200412,20200510
2480,1,1,1,1,1,0,0,20200309,20200327
12742,0,0,0,1,0,0,0,20200417,20200520
12744,0,0,0,0,0,0,1,20200413,20200517
12745,1,1,1,1,1,0,0,20200330,20200410
10794,1,1,1,1,1,1,0,20200302,20200307
12746,0,0,0,0,0,0,1,20200413,20200510
12747,0,0,0,0,1,1,0,20200420,20200509
12748,1,1,1,1,1,0,0,20200330,20200412
10796,1,1,1,1,1,1,1,20200308,20200329
12749,0,0,0,0,1,1,0,20200420,20200509
12750,1,1,1,1,1,0,0,20200406,20200410
4578,0,0,0,0,1,1,0,20200420,20200509
456,1,1,1,1,1,0,0,20200302,20200313
12751,0,0,0,0,1,1,0,20200425,20200509
1313,1,1,1,1,1,1,1,20200316,20200329
12752,0,0,0,1,0,0,0,20200417,20200520
10795,1,1,1,1,1,1,1,20200330,20200405
736,0,0,0,0,0,0,1,20200308,20200329
12754,0,0,0,0,0,1,1,20200222,20200301
3742,1,1,1,1,1,0,0,20200220,20200228
5667,0,0,0,0,0,1,1,20200308,20200329
12755,0,0,0,0,0,1,1,20200404,20200405
12756,1,1,1,1,1,0,0,20200220,20200228
12757,0,0,0,0,0,0,1,20200412,20200510
770,1,1,1,1,1,0,0,20200316,20200327
12760,1,1,1,1,1,0,0,20200330,20200403
12761,1,1,1,1,1,0,0,20200220,20200228
2101,0,0,0,0,0,1,0,20200314,20200328
12763,1,1,1,1,0,0,0,20200504,20200507
12764,0,0,0,0,0,0,1,20200322,20200329
26,0,0,0,0,0,1,1,20200314,20200315
12765,1,1,1,1,0,0,0,20200309,20200312
6481,0,0,0,1,1,0,0,20200220,20200221
12766,0,0,0,0,1,1,0,20200420,20200509
12768,1,1,1,1,1,0,0,20200414,20200503
6485,1,1,1,1,1,0,0,20200313,20200327
12769,0,0,0,0,0,1,1,20200222,20200301
12770,1,1,1,1,1,0,0,20200414,20200426
12771,1,1,1,0,0,0,0,20200414,20200519
6482,1,1,1,1,1,0,0,20200413,20200520
12772,0,0,0,0,1,1,0,20200420,20200509
1800,1,1,1,1,0,0,0,20200220,20200227
5446,1,1,1,1,0,0,0,20200330,20200426
746,1,1,1,1,0,0,0,20200302,20200326
7726,0,0,0,0,0,1,0,20200420,20200509
5239,1,1,1,1,1,0,0,20200330,20200426
306,0,0,0,0,0,1,0,20200307,20200314
1117,1,1,1,1,1,0,0,20200302,20200327
12773,1,1,1,1,1,0,0,20200220,20200228
12774,0,0,0,0,1,1,0,20200420,20200509
12775,1,0,1,1,1,0,0,20200220,20200228
12776,0,0,0,0,1,1,0,20200420,20200509
12777,1,1,0,1,1,0,0,20200220,20200228
12778,1,1,0,1,1,0,0,20200316,20200327
12779,1,1,0,1,1,0,0,20200302,20200306
12780,0,0,0,0,0,0,1,20200412,20200510
12781,0,1,0,0,0,0,0,20200331,20200519
12782,0,0,0,0,0,0,1,20200412,20200510
12783,1,0,1,1,0,0,1,20200330,20200520
12784,1,1,1,1,1,1,1,20200302,20200327
12785,0,0,0,0,0,0,1,20200412,20200510
12788,0,0,0,0,0,0,1,20200412,20200510
9028,1,1,1,1,1,1,1,20200330,20200520
324,1,1,1,1,0,0,0,20200309,20200312
12790,0,0,1,0,0,0,0,20200413,20200503
9027,1,1,1,1,1,1,1,20200220,20200301
12792,0,0,1,0,0,0,0,20200318,20200325
12794,0,0,0,0,1,1,0,20200420,20200509
6910,1,1,1,1,1,1,1,20200330,20200405
1101,0,0,0,0,0,0,1,20200223,20200301
8675,1,1,1,1,1,1,1,20200309,20200329
5216,0,0,0,0,1,0,0,20200313,20200320
10703,0,0,0,0,0,0,1,20200405,20200517
10006,0,0,0,0,0,0,1,20200405,20200517
12796,0,1,0,0,0,0,0,20200316,20200324
5742,1,1,1,1,1,0,0,20200309,20200520
12797,0,0,0,0,0,1,0,20200314,20200418
12798,0,0,0,0,0,1,0,20200420,20200502
3646,0,0,0,0,1,0,0,20200313,20200327
5234,0,0,0,0,1,0,0,20200403,20200426
12803,0,0,0,0,0,0,1,20200308,20200405
12804,0,0,0,0,1,1,0,20200420,20200509
12805,1,1,1,1,0,0,1,20200330,20200520
12806,0,0,0,0,1,1,1,20200411,20200510
12807,1,1,1,1,1,0,0,20200330,20200426
12808,0,0,0,1,0,0,0,20200413,20200517
12809,0,0,0,0,1,1,0,20200420,20200509
1304,0,0,0,0,0,0,1,20200223,20200301
1382,0,0,0,0,0,1,0,20200222,20200229
12810,0,0,0,0,1,0,0,20200515,20200520
12811,0,0,0,0,0,0,1,20200412,20200510
513,1,1,1,1,1,0,0,20200220,20200520
1088,1,1,1,1,1,1,1,20200220,20200520
12812,0,0,0,0,0,1,1,20200309,20200426
339,0,0,0,0,0,1,1,20200222,20200223
6398,0,0,0,0,0,1,1,20200309,20200426
1341,0,0,0,0,0,1,1,20200307,20200308
12814,0,0,0,0,0,0,1,20200301,20200517
1367,0,0,0,0,0,0,1,20200301,20200517
5749,1,1,1,1,1,0,0,20200220,20200520
12816,0,0,0,0,0,0,1,20200301,20200517
3300,0,0,0,0,0,1,0,20200229,20200516
9940,1,1,1,1,1,1,1,20200220,20200520
2965,0,0,0,0,0,0,1,20200301,20200517
6885,1,1,1,1,1,1,1,20200220,20200520
8661,1,1,1,1,1,1,0,20200220,20200520
11412,1,1,1,1,1,0,0,20200323,20200424
2872,1,1,1,1,1,0,0,20200330,20200412
2873,0,0,0,0,0,1,1,20200222,20200405
6957,1,1,1,1,1,1,1,20200220,20200520
11268,0,0,0,0,1,0,0,20200221,20200520
2874,1,1,1,1,1,0,0,20200220,20200322
2875,0,0,0,0,0,1,1,20200418,20200503
3025,0,0,0,0,0,0,1,20200323,20200329
11224,0,0,0,0,0,0,1,20200308,20200517
11231,1,1,1,1,0,0,0,20200220,20200306
3023,1,1,1,1,0,0,1,20200220,20200305
11198,1,1,1,1,1,0,0,20200309,20200520
11225,0,0,0,0,1,0,0,20200221,20200503
11197,0,0,0,0,0,1,1,20200330,20200517
3912,0,0,0,0,1,0,0,20200221,20200306
1519,0,0,0,0,0,1,0,20200222,20200307
11152,0,0,0,0,0,1,1,20200413,20200503
11285,0,0,0,0,1,0,0,20200313,20200520
11228,1,1,1,1,1,1,0,20200309,20200520
3417,1,1,1,1,1,0,0,20200309,20200520
11286,0,0,0,0,0,1,1,20200223,20200307
3027,1,1,1,1,0,0,1,20200413,20200503
11164,0,0,0,0,1,0,0,20200221,20200515
463,1,1,1,1,1,0,0,20200220,20200520
12427,0,0,0,0,0,0,1,20200223,20200329
10155,0,0,0,0,0,1,0,20200413,20200503
11176,0,0,0,0,0,0,1,20200223,20200517
4483,0,0,0,0,0,1,1,20200413,20200503
4482,1,1,1,1,0,0,0,20200224,20200301
8003,1,1,1,1,1,1,0,20200220,20200520
11312,1,1,1,1,1,1,1,20200220,20200405
11413,1,1,1,1,1,1,1,20200220,20200503
4981,0,0,0,0,0,0,1,20200223,20200517
11175,1,1,1,1,1,1,1,20200220,20200520
11177,0,0,0,0,0,0,1,20200316,20200412
1919,1,1,1,1,0,0,0,20200220,20200519
8349,0,0,0,0,0,0,1,20200323,20200412
8530,0,0,0,0,0,1,0,20200323,20200412
11191,0,0,0,0,0,1,0,20200316,20200412
11192,0,0,0,0,0,0,1,20200316,20200412
11239,0,0,0,0,1,1,0,20200221,20200503
5591,0,0,0,0,0,1,0,20200316,20200412
11213,0,0,0,0,0,0,1,20200323,20200412
11214,0,0,0,0,1,1,0,20200323,20200412
4646,0,0,0,0,0,1,1,20200316,20200412
202,0,0,0,0,0,1,1,20200321,20200322
1343,0,0,0,0,0,1,1,20200509,20200510
10545,1,1,1,1,1,0,0,20200220,20200520
5150,1,1,1,1,1,0,0,20200406,20200430
11275,0,0,0,1,0,0,0,20200427,20200510
11276,0,0,0,0,1,0,0,20200228,20200306
4851,1,1,1,1,1,1,0,20200220,20200307
12063,1,1,1,1,1,0,0,20200309,20200520
5180,0,0,0,0,0,0,1,20200308,20200517
1093,0,0,0,0,0,1,1,20200222,20200307
11288,0,0,0,0,0,1,1,20200413,20200503
4773,1,1,1,1,1,1,1,20200220,20200307
3999,1,1,1,1,1,0,0,20200309,20200520
11287,0,0,0,0,0,1,1,20200223,20200307
1877,1,1,1,1,0,0,0,20200302,20200312
9252,1,1,1,1,0,0,0,20200220,20200227
9251,1,1,1,1,0,0,0,20200406,20200426
5855,1,1,1,1,0,0,0,20200316,20200402
4420,1,1,0,1,1,0,0,20200220,20200306
11278,0,0,0,0,0,1,1,20200316,20200517
765,0,0,0,0,0,1,1,20200222,20200223
4419,1,1,1,1,1,0,0,20200309,20200520
11203,0,0,0,0,0,1,0,20200314,20200516
10437,0,0,0,0,0,1,0,20200309,20200315
11277,0,0,0,0,0,1,1,20200229,20200307
11204,1,1,1,1,1,0,0,20200309,20200520
8538,1,1,1,1,1,0,0,20200309,20200520
8539,0,0,0,0,0,1,1,20200413,20200503
11159,0,0,0,0,0,1,0,20200413,20200503
11310,0,0,0,0,0,1,1,20200330,20200405
7062,0,0,0,0,0,1,1,20200413,20200426
11308,0,0,0,0,1,0,0,20200320,20200520
3256,0,0,0,0,0,0,1,20200413,20200426
3420,0,0,0,0,0,1,1,20200413,20200503
3257,1,1,1,1,1,0,0,20200309,20200520
11311,0,0,0,0,0,0,1,20200309,20200315
4890,0,0,0,0,0,1,1,20200323,20200329
11167,1,1,1,1,1,0,0,20200420,20200520
11265,0,0,0,0,0,1,0,20200222,20200516
7257,0,0,0,0,1,0,0,20200228,20200412
11168,0,0,0,0,0,1,0,20200222,20200308
3281,0,0,0,0,0,0,1,20200223,20200308
2414,1,1,1,1,1,0,0,20200220,20200520
7403,1,1,1,1,1,0,0,20200220,20200520
11246,0,0,0,0,0,0,1,20200309,20200315
7256,0,0,0,0,0,0,1,20200315,20200517
11169,0,0,0,0,0,1,0,20200323,20200412
11170,1,0,0,0,0,0,0,20200302,20200323
11245,1,1,1,1,1,0,0,20200220,20200520
12372,1,1,1,1,1,0,0,20200220,20200520
1057,1,1,1,1,1,0,0,20200323,20200403
1823,1,1,1,1,1,1,0,20200413,20200503
7872,1,1,1,1,1,1,0,20200406,20200520
3936,0,0,0,0,0,1,0,20200229,20200307
11174,0,0,0,0,0,0,1,20200223,20200517
11181,1,1,1,1,1,0,0,20200220,20200520
11180,0,0,0,0,0,1,1,20200413,20200426
2609,0,0,0,0,0,0,1,20200301,20200308
7946,0,0,0,0,0,0,1,20200309,20200315
11266,1,1,1,1,1,0,0,20200302,20200405
2880,0,0,0,0,0,1,0,20200413,20200503
11163,1,1,1,1,1,0,0,20200220,20200520
4484,1,1,1,1,1,0,0,20200220,20200520
3306,0,0,0,0,0,0,1,20200223,20200322
7059,0,0,0,0,0,1,1,20200229,20200308
4485,0,0,0,0,0,1,1,20200413,20200426
7057,1,1,1,1,0,0,0,20200220,20200520
7058,0,0,0,0,1,0,0,20200221,20200515
4487,0,0,0,0,0,1,1,20200222,20200308
3305,0,0,0,0,0,1,1,20200413,20200503
11196,0,0,0,0,0,0,1,20200315,20200517
7056,0,0,0,0,0,1,1,20200330,20200405
11316,1,1,1,1,1,1,0,20200220,20200520
1311,0,0,0,0,1,0,1,20200501,20200503
1104,0,0,0,0,0,1,1,20200229,20200301
28,0,0,0,0,0,1,1,20200502,20200503
1786,0,0,0,0,1,0,1,20200508,20200510
1804,0,0,0,0,1,1,1,20200501,20200503
10298,0,0,0,0,1,1,1,20200413,20200419
1680,0,0,0,0,1,1,1,20200508,20200510
237,0,0,0,0,0,1,0,20200502,20200509
4028,0,0,0,0,1,0,0,20200221,20200228
4621,0,0,0,0,1,0,0,20200306,20200403
4620,1,1,1,1,0,0,0,20200302,20200405
4619,1,1,1,1,0,0,0,20200220,20200227
1792,1,1,1,1,1,0,0,20200302,20200520
1787,0,0,0,0,0,0,1,20200308,20200419
10299,0,0,0,0,0,0,1,20200307,20200419
6317,1,1,1,1,1,0,0,20200302,20200403
1797,0,0,1,1,1,0,0,20200220,20200228
1796,1,1,0,0,0,0,0,20200224,20200225
1120,1,1,1,1,1,0,0,20200406,20200426
3838,0,0,0,0,0,1,1,20200222,20200223
12204,0,0,0,0,0,0,1,20200316,20200322
1801,0,0,0,0,0,1,0,20200406,20200418
10297,0,0,0,0,0,1,1,20200516,20200517
1805,0,0,0,0,0,1,1,20200330,20200419
2994,1,1,1,1,0,0,0,20200427,20200515
3273,1,1,1,1,1,0,0,20200316,20200426
1295,0,0,0,0,0,1,0,20200509,20200516
223,0,0,0,0,0,1,1,20200321,20200328
3775,0,0,0,0,0,0,1,20200323,20200405
3774,0,0,0,0,0,1,0,20200411,20200418
8690,0,0,0,0,0,0,1,20200330,20200426
7033,0,0,0,0,0,1,1,20200406,20200419
1310,0,0,0,0,1,0,1,20200504,20200517
1309,1,0,0,0,0,0,1,20200412,20200419
5287,0,0,0,0,0,0,1,20200223,20200517
4334,1,1,1,1,1,0,0,20200220,20200520
252,0,0,0,0,0,1,0,20200222,20200307
1795,0,0,0,0,1,1,1,20200426,20200517
1807,0,0,0,0,0,1,0,20200222,20200315
1808,0,0,0,0,0,1,0,20200502,20200516
10102,0,0,0,0,0,1,1,20200222,20200315
4612,1,1,1,1,1,1,1,20200220,20200315
949,0,0,0,0,1,0,1,20200426,20200517
2129,0,0,0,0,0,0,1,20200223,20200419
5266,0,0,0,0,0,1,1,20200222,20200315
5270,0,0,0,0,1,1,1,20200427,20200510
1536,1,1,1,1,1,0,0,20200302,20200405
1423,1,1,1,1,1,0,0,20200220,20200520
9825,0,0,0,0,0,0,1,20200223,20200419
4127,1,1,1,1,1,0,0,20200220,20200520
671,1,1,1,1,1,0,0,20200220,20200520
1809,0,0,0,0,0,0,1,20200223,20200419
186,1,1,1,1,1,0,0,20200220,20200403
267,0,0,0,0,0,1,0,20200222,20200314
6381,0,0,0,0,0,1,0,20200411,20200418
2446,0,0,0,0,0,0,1,20200223,20200308
1694,0,0,0,0,0,0,1,20200322,20200405
1794,0,0,0,0,0,0,1,20200309,20200405
1586,1,0,0,0,0,0,1,20200405,20200419
22,0,0,0,0,0,0,1,20200223,20200329
4340,0,0,0,0,0,0,1,20200223,20200419
486,1,1,1,1,1,0,0,20200406,20200417
827,1,0,0,0,0,0,0,20200224,20200518
5640,1,0,0,0,0,0,0,20200224,20200518
1826,0,1,1,1,1,0,0,20200220,20200520
