service_id,date,exception_type
12591,20200420,1
12591,20200427,1
12591,20200504,1
12591,20200511,1
12591,20200518,1
12591,20200413,2
12592,20200417,1
12592,20200418,1
12592,20200424,1
12592,20200515,1
12592,20200516,1
12592,20200413,1
12592,20200414,1
12592,20200415,1
12592,20200416,1
12592,20200419,1
12592,20200420,1
12592,20200421,1
12592,20200422,1
12592,20200423,1
12592,20200426,1
12592,20200427,1
12592,20200428,1
12592,20200429,1
12592,20200430,1
12592,20200503,1
12592,20200504,1
12592,20200505,1
12592,20200506,1
12592,20200507,1
12592,20200510,1
12592,20200511,1
12592,20200512,1
12592,20200513,1
12592,20200514,1
12592,20200518,1
12592,20200519,1
12592,20200520,1
12592,20200517,2
12593,20200425,1
12593,20200508,1
12593,20200509,1
12595,20200413,1
12595,20200417,1
12595,20200418,1
12595,20200419,1
12595,20200222,1
12595,20200223,1
12595,20200229,1
12595,20200301,1
12595,20200516,1
12595,20200517,1
12595,20200424,1
12595,20200410,1
12595,20200426,1
12595,20200503,1
12595,20200510,1
12595,20200412,2
12596,20200425,1
12596,20200508,1
12596,20200509,1
12597,20200517,1
7014,20200309,1
7014,20200310,1
7014,20200311,1
7014,20200312,1
7014,20200313,1
7014,20200406,1
7014,20200407,1
7014,20200408,1
7014,20200409,1
7014,20200410,1
7013,20200413,2
7013,20200501,2
7013,20200309,2
7013,20200310,2
7013,20200311,2
7013,20200312,2
7013,20200313,2
7013,20200406,2
7013,20200407,2
7013,20200408,2
7013,20200409,2
7013,20200410,2
7013,20200504,2
7013,20200505,2
7013,20200506,2
7013,20200507,2
7013,20200508,2
6306,20200413,2
6306,20200501,2
6306,20200508,2
534,20200413,2
534,20200501,2
534,20200508,2
12598,20200516,1
6308,20200413,1
6308,20200412,2
12599,20200515,1
12600,20200411,2
12600,20200425,2
12600,20200502,2
12600,20200509,2
1154,20200411,2
1154,20200425,2
1154,20200502,2
1154,20200509,2
12601,20200517,1
12602,20200516,1
6901,20200418,1
6901,20200516,1
12603,20200412,2
12603,20200426,2
12603,20200510,2
7240,20200412,2
7240,20200503,2
7240,20200510,2
12604,20200517,1
12607,20200413,1
12607,20200418,1
12607,20200516,1
12607,20200412,2
12020,20200413,2
12020,20200427,2
12020,20200428,2
12020,20200429,2
12020,20200430,2
12020,20200501,2
12020,20200504,2
12020,20200505,2
12020,20200506,2
12020,20200507,2
12020,20200508,2
12020,20200511,2
12020,20200512,2
12020,20200513,2
12020,20200514,2
12020,20200515,2
127,20200515,1
12608,20200414,1
12608,20200413,2
1731,20200430,1
1731,20200507,1
1731,20200520,1
1731,20200501,2
1731,20200508,2
1149,20200413,2
1149,20200501,2
1149,20200508,2
5545,20200418,1
5545,20200516,1
4048,20200413,1
4048,20200503,1
4048,20200419,2
605,20200413,2
605,20200501,2
605,20200508,2
3005,20200410,1
2865,20200413,1
2865,20200503,1
2865,20200419,2
3003,20200314,1
11432,20200413,2
11432,20200501,2
11432,20200508,2
9973,20200418,1
9973,20200419,1
9973,20200516,1
5980,20200413,2
5980,20200508,2
5980,20200427,2
5980,20200428,2
5980,20200429,2
5980,20200430,2
5980,20200501,2
401,20200221,1
9974,20200229,1
9974,20200301,1
9974,20200307,1
9974,20200222,1
9974,20200223,1
9974,20200413,2
9974,20200508,2
9974,20200427,2
9974,20200428,2
9974,20200429,2
9974,20200430,2
9974,20200501,2
3002,20200403,1
3002,20200327,1
3002,20200515,1
4049,20200411,2
4049,20200412,2
4049,20200425,2
4049,20200426,2
4049,20200502,2
4049,20200503,2
4049,20200509,2
4049,20200510,2
5979,20200426,1
5979,20200516,1
5979,20200517,1
5979,20200411,2
5979,20200412,2
5979,20200502,2
5979,20200503,2
5979,20200509,2
5979,20200510,2
4055,20200511,1
4055,20200512,1
4055,20200513,1
4055,20200514,1
4055,20200515,1
4055,20200518,1
4055,20200519,1
4055,20200520,1
4055,20200427,1
4055,20200428,1
4055,20200429,1
4055,20200430,1
4055,20200504,1
4055,20200505,1
4055,20200506,1
4055,20200507,1
6428,20200413,1
6428,20200412,2
1033,20200308,1
2943,20200427,1
2943,20200428,1
2943,20200429,1
2943,20200430,1
2943,20200504,1
2943,20200505,1
2943,20200506,1
2943,20200507,1
2943,20200220,1
2943,20200221,1
2943,20200224,1
2943,20200225,1
2943,20200226,1
2943,20200227,1
2943,20200228,1
2943,20200302,1
2943,20200303,1
2943,20200304,1
2943,20200305,1
2943,20200306,1
2943,20200323,1
2943,20200324,1
2943,20200325,1
2943,20200326,1
2943,20200327,1
2943,20200330,1
2943,20200331,1
2943,20200401,1
2943,20200402,1
2943,20200403,1
2943,20200406,1
2943,20200407,1
2943,20200408,1
2943,20200409,1
2943,20200410,1
2943,20200414,1
2943,20200415,1
2943,20200416,1
2943,20200417,1
2943,20200420,1
2943,20200421,1
2943,20200422,1
2943,20200423,1
2943,20200424,1
2943,20200511,1
2943,20200512,1
2943,20200513,1
2943,20200514,1
2943,20200515,1
2943,20200518,1
2943,20200519,1
2943,20200520,1
2943,20200309,2
2943,20200310,2
2943,20200311,2
2943,20200312,2
2943,20200316,2
2943,20200317,2
2943,20200318,2
2943,20200319,2
2943,20200413,2
2943,20200501,2
2943,20200508,2
11415,20200309,1
11415,20200310,1
11415,20200311,1
11415,20200312,1
11415,20200313,1
11415,20200406,1
11415,20200407,1
11415,20200408,1
11415,20200409,1
11415,20200410,1
11415,20200504,1
11415,20200505,1
11415,20200506,1
11415,20200507,1
11449,20200418,1
11449,20200516,1
11449,20200517,1
11449,20200411,2
11449,20200412,2
11449,20200425,2
11449,20200426,2
11449,20200502,2
11449,20200503,2
11449,20200509,2
11449,20200510,2
11450,20200413,2
11450,20200501,2
11450,20200309,2
11450,20200310,2
11450,20200311,2
11450,20200312,2
11450,20200313,2
11450,20200406,2
11450,20200407,2
11450,20200408,2
11450,20200409,2
11450,20200410,2
11450,20200504,2
11450,20200505,2
11450,20200506,2
11450,20200507,2
11450,20200508,2
11442,20200222,1
11442,20200223,1
11442,20200229,1
11442,20200301,1
11442,20200516,1
11442,20200517,1
11442,20200307,1
11442,20200418,1
9736,20200418,1
9736,20200220,1
9736,20200221,1
9736,20200222,1
9736,20200223,1
9736,20200224,1
9736,20200225,1
9736,20200226,1
9736,20200227,1
9736,20200228,1
9736,20200229,1
9736,20200301,1
9736,20200302,1
9736,20200303,1
9736,20200304,1
9736,20200305,1
9736,20200306,1
9736,20200307,1
9736,20200308,1
9736,20200309,1
9736,20200310,1
9736,20200311,1
9736,20200312,1
9736,20200313,1
9736,20200314,1
9736,20200315,1
9736,20200316,1
9736,20200317,1
9736,20200318,1
9736,20200319,1
9736,20200320,1
9736,20200321,1
9736,20200322,1
9736,20200323,1
9736,20200324,1
9736,20200325,1
9736,20200326,1
9736,20200327,1
9736,20200328,1
9736,20200329,1
9736,20200330,1
9736,20200331,1
9736,20200401,1
9736,20200402,1
9736,20200403,1
9736,20200404,1
9736,20200405,1
9736,20200406,1
9736,20200407,1
9736,20200408,1
9736,20200409,1
9736,20200410,1
9736,20200420,1
9736,20200421,1
9736,20200422,1
9736,20200423,1
9736,20200424,1
9736,20200511,1
9736,20200512,1
9736,20200513,1
9736,20200514,1
9736,20200515,1
9736,20200516,1
9736,20200517,1
9736,20200518,1
9736,20200519,1
9736,20200520,1
9736,20200413,2
9736,20200501,2
9736,20200508,2
9736,20200411,2
9736,20200412,2
9736,20200425,2
9736,20200426,2
380,20200413,2
380,20200501,2
380,20200508,2
2864,20200426,1
2864,20200516,1
2864,20200517,1
2864,20200411,2
2864,20200412,2
2864,20200502,2
2864,20200503,2
2864,20200509,2
2864,20200510,2
11441,20200412,2
11441,20200426,2
11441,20200503,2
11441,20200510,2
11439,20200413,2
11439,20200501,2
11439,20200508,2
11425,20200418,1
11425,20200516,1
11425,20200517,1
11425,20200411,2
11425,20200412,2
11425,20200425,2
11425,20200426,2
11425,20200502,2
11425,20200503,2
11425,20200509,2
11425,20200510,2
11424,20200413,2
11424,20200501,2
11424,20200508,2
11430,20200224,1
11430,20200225,1
11430,20200226,1
11430,20200227,1
11430,20200228,1
11430,20200302,1
11430,20200303,1
11430,20200304,1
11430,20200305,1
11430,20200306,1
11430,20200309,1
11430,20200310,1
11430,20200311,1
11430,20200312,1
11430,20200313,1
11430,20200406,1
11430,20200407,1
11430,20200408,1
11430,20200409,1
11430,20200410,1
11430,20200220,1
11430,20200221,1
11430,20200504,1
11430,20200505,1
11430,20200506,1
11430,20200507,1
12609,20200418,1
12609,20200516,1
8393,20200411,2
8393,20200425,2
8393,20200502,2
8393,20200509,2
8719,20200309,1
8719,20200310,1
8719,20200311,1
8719,20200312,1
8719,20200313,1
8719,20200406,1
8719,20200407,1
8719,20200408,1
8719,20200409,1
8719,20200410,1
8719,20200504,1
8719,20200505,1
8719,20200506,1
8719,20200507,1
12611,20200229,1
12612,20200414,1
12612,20200415,1
12612,20200416,1
12612,20200417,1
12612,20200418,1
12612,20200511,1
12612,20200512,1
12612,20200513,1
12612,20200514,1
12612,20200515,1
12612,20200516,1
12612,20200518,1
12612,20200519,1
12612,20200520,1
12612,20200222,1
12612,20200220,1
12612,20200221,1
12612,20200224,1
12612,20200225,1
12612,20200226,1
12612,20200227,1
12612,20200228,1
12612,20200406,1
12612,20200407,1
12612,20200408,1
12612,20200409,1
12612,20200410,1
12612,20200420,1
12612,20200421,1
12612,20200422,1
12612,20200423,1
12612,20200424,1
12612,20200427,1
12612,20200428,1
12612,20200429,1
12612,20200430,1
12612,20200504,1
12612,20200505,1
12612,20200506,1
12612,20200507,1
12612,20200413,2
6412,20200517,1
12615,20200220,1
12615,20200221,1
12615,20200222,1
12615,20200224,1
12615,20200225,1
12615,20200226,1
12615,20200227,1
12615,20200228,1
12615,20200229,1
12615,20200302,1
12615,20200303,1
12615,20200304,1
12615,20200305,1
12615,20200306,1
12615,20200307,1
12615,20200414,1
12615,20200415,1
12615,20200416,1
12615,20200417,1
12615,20200418,1
12615,20200420,1
12615,20200421,1
12615,20200422,1
12615,20200423,1
12615,20200424,1
12615,20200427,1
12615,20200428,1
12615,20200429,1
12615,20200430,1
12615,20200511,1
12615,20200512,1
12615,20200513,1
12615,20200514,1
12615,20200515,1
12615,20200518,1
12615,20200519,1
12615,20200520,1
12615,20200314,1
12615,20200413,2
12615,20200501,2
12616,20200220,1
12616,20200221,1
12616,20200225,1
12616,20200226,1
12616,20200227,1
12616,20200228,1
12616,20200303,1
12616,20200304,1
12616,20200305,1
12616,20200306,1
12616,20200421,1
12616,20200423,1
12616,20200424,1
12616,20200428,1
12616,20200430,1
12616,20200416,1
12616,20200417,1
12616,20200422,2
12616,20200429,2
12617,20200309,1
12617,20200406,1
12617,20200504,1
12617,20200506,1
12618,20200414,1
12618,20200413,2
12621,20200301,1
12622,20200419,1
12623,20200517,1
12625,20200411,2
12627,20200517,1
12630,20200517,1
12630,20200223,1
12631,20200220,1
12631,20200221,1
12631,20200222,1
12631,20200223,1
12631,20200224,1
12631,20200225,1
12631,20200226,1
12631,20200227,1
12631,20200228,1
12631,20200229,1
12631,20200301,1
12631,20200302,1
12631,20200303,1
12631,20200304,1
12631,20200305,1
12631,20200306,1
12631,20200307,1
12631,20200308,1
12631,20200414,1
12631,20200415,1
12631,20200416,1
12631,20200417,1
12631,20200420,1
12631,20200421,1
12631,20200422,1
12631,20200423,1
12631,20200424,1
12631,20200427,1
12631,20200428,1
12631,20200429,1
12631,20200430,1
12631,20200511,1
12631,20200512,1
12631,20200513,1
12631,20200514,1
12631,20200515,1
12631,20200517,1
12631,20200518,1
12631,20200519,1
12631,20200520,1
12631,20200314,1
12631,20200315,1
12631,20200516,2
12631,20200425,2
12631,20200426,2
12631,20200413,2
12631,20200418,2
12631,20200419,2
12631,20200501,2
12631,20200502,2
12631,20200503,2
6574,20200430,1
6574,20200507,1
6574,20200410,1
6574,20200520,1
6574,20200221,1
6574,20200222,1
6574,20200228,1
6574,20200229,1
6574,20200306,1
6574,20200307,1
6574,20200313,1
6574,20200314,1
6574,20200320,1
6574,20200321,1
6574,20200327,1
6574,20200328,1
6574,20200403,1
6574,20200404,1
6574,20200417,1
6574,20200418,1
6574,20200424,1
6574,20200515,1
6574,20200516,1
6574,20200501,2
6574,20200508,2
6574,20200411,2
6574,20200425,2
12632,20200516,1
6830,20200309,1
6830,20200310,1
6830,20200311,1
6830,20200312,1
6830,20200313,1
6830,20200406,1
6830,20200407,1
6830,20200408,1
6830,20200409,1
6830,20200410,1
6830,20200504,1
6830,20200505,1
6830,20200506,1
6830,20200507,1
12633,20200517,1
12635,20200430,1
12635,20200507,1
12635,20200520,1
12635,20200501,2
12635,20200508,2
12638,20200413,1
12638,20200415,1
12638,20200417,1
12638,20200424,1
12638,20200429,1
12638,20200430,1
12638,20200506,1
12638,20200507,1
12638,20200503,1
12638,20200510,1
12638,20200516,1
12638,20200517,1
12638,20200411,2
12638,20200412,2
12638,20200423,2
12638,20200502,2
12638,20200509,2
12639,20200413,1
12640,20200418,1
12640,20200516,1
12641,20200224,1
12641,20200302,1
12641,20200512,1
12641,20200514,1
12641,20200515,1
12641,20200414,1
12641,20200519,1
12641,20200415,1
12641,20200420,1
12641,20200422,1
12641,20200427,1
12641,20200429,1
12641,20200511,1
12641,20200513,1
12641,20200518,1
12641,20200520,1
12641,20200413,2
12642,20200407,1
12642,20200408,1
12642,20200409,1
12642,20200410,1
12642,20200310,1
12642,20200311,1
12642,20200312,1
12642,20200313,1
12642,20200505,1
12642,20200507,1
12644,20200418,1
12644,20200419,1
12644,20200516,1
12644,20200426,1
12644,20200503,1
12644,20200510,1
12645,20200413,2
12645,20200430,2
12645,20200507,2
12646,20200406,1
12646,20200407,1
12646,20200408,1
12646,20200409,1
12646,20200410,1
12646,20200413,1
12646,20200414,1
12646,20200415,1
12646,20200416,1
12646,20200417,1
12646,20200419,1
12646,20200420,1
12646,20200421,1
12646,20200422,1
12646,20200423,1
12646,20200424,1
12646,20200426,1
12646,20200511,1
12646,20200512,1
12646,20200513,1
12646,20200514,1
12646,20200515,1
12646,20200517,1
12646,20200518,1
12646,20200519,1
12646,20200520,1
12646,20200222,1
12646,20200223,1
12646,20200229,1
12646,20200301,1
12646,20200307,1
12646,20200308,1
12646,20200427,1
12646,20200428,1
12646,20200429,1
12646,20200430,1
12646,20200503,1
12646,20200504,1
12646,20200505,1
12646,20200506,1
12646,20200507,1
12646,20200510,1
12646,20200412,2
12647,20200502,2
12648,20200517,1
12649,20200414,2
12649,20200430,2
12649,20200507,2
12652,20200502,2
12653,20200418,1
12653,20200516,1
12654,20200513,1
12654,20200514,1
12654,20200515,1
12654,20200423,1
12654,20200416,1
12654,20200520,1
12014,20200406,1
12014,20200407,1
12014,20200408,1
12014,20200409,1
12014,20200410,1
12014,20200309,1
12014,20200310,1
12014,20200311,1
12014,20200312,1
12014,20200504,1
12014,20200505,1
12014,20200506,1
12016,20200413,2
12016,20200309,2
12016,20200310,2
12016,20200311,2
12016,20200312,2
12016,20200501,2
12016,20200504,2
12016,20200505,2
12016,20200506,2
12016,20200508,2
12016,20200406,2
12016,20200407,2
12016,20200408,2
12016,20200409,2
12016,20200410,2
12655,20200413,1
12655,20200412,2
12656,20200516,1
10938,20200313,1
10938,20200316,1
10938,20200317,1
10938,20200318,1
10938,20200319,1
10938,20200320,1
10938,20200323,1
10938,20200324,1
10938,20200325,1
10938,20200326,1
10938,20200327,1
10938,20200330,1
10938,20200331,1
10938,20200401,1
10938,20200402,1
10938,20200403,1
10938,20200413,2
10938,20200501,2
10938,20200504,2
10938,20200505,2
10938,20200506,2
10938,20200508,2
1671,20200511,1
1671,20200512,1
1671,20200513,1
1671,20200514,1
1671,20200515,1
1671,20200518,1
1671,20200519,1
1671,20200520,1
1671,20200427,1
1671,20200428,1
1671,20200429,1
1671,20200430,1
1671,20200504,1
1671,20200505,1
1671,20200506,1
1671,20200507,1
10936,20200406,1
10936,20200407,1
10936,20200408,1
10936,20200409,1
10936,20200410,1
10936,20200309,1
10936,20200310,1
10936,20200311,1
10936,20200312,1
10936,20200504,1
10936,20200505,1
10936,20200506,1
9077,20200516,1
9077,20200517,1
9077,20200418,1
3682,20200413,2
3682,20200501,2
3682,20200508,2
5743,20200517,1
11414,20200414,1
11414,20200415,1
11414,20200416,1
11414,20200417,1
11414,20200418,1
11414,20200420,1
11414,20200421,1
11414,20200422,1
11414,20200423,1
11414,20200424,1
11414,20200427,1
11414,20200428,1
11414,20200429,1
11414,20200430,1
11414,20200511,1
11414,20200512,1
11414,20200513,1
11414,20200514,1
11414,20200515,1
11414,20200516,1
11414,20200517,1
11414,20200518,1
11414,20200519,1
11414,20200520,1
11414,20200314,1
11414,20200315,1
11414,20200308,1
11414,20200413,2
11414,20200419,2
11414,20200425,2
11414,20200426,2
11414,20200501,2
11414,20200502,2
11414,20200503,2
11348,20200406,1
11348,20200407,1
11348,20200408,1
11348,20200409,1
11348,20200410,1
11348,20200224,1
11348,20200225,1
11348,20200226,1
11348,20200227,1
11348,20200228,1
11348,20200229,1
11348,20200302,1
11348,20200303,1
11348,20200304,1
11348,20200305,1
11348,20200306,1
11348,20200307,1
11348,20200220,1
11348,20200221,1
11348,20200222,1
11348,20200504,1
11348,20200505,1
11348,20200506,1
11348,20200314,2
11348,20200411,2
6850,20200414,1
6850,20200415,1
6850,20200416,1
6850,20200417,1
6850,20200418,1
6850,20200420,1
6850,20200421,1
6850,20200422,1
6850,20200423,1
6850,20200424,1
6850,20200427,1
6850,20200428,1
6850,20200429,1
6850,20200430,1
6850,20200511,1
6850,20200512,1
6850,20200513,1
6850,20200514,1
6850,20200515,1
6850,20200516,1
6850,20200518,1
6850,20200519,1
6850,20200520,1
6850,20200413,2
6850,20200425,2
6850,20200501,2
6850,20200502,2
11416,20200414,1
11416,20200415,1
11416,20200416,1
11416,20200417,1
11416,20200420,1
11416,20200421,1
11416,20200422,1
11416,20200423,1
11416,20200424,1
11416,20200427,1
11416,20200428,1
11416,20200429,1
11416,20200430,1
11416,20200511,1
11416,20200512,1
11416,20200513,1
11416,20200514,1
11416,20200515,1
11416,20200518,1
11416,20200519,1
11416,20200520,1
11416,20200413,2
11416,20200501,2
8832,20200412,2
8832,20200426,2
8832,20200503,2
8832,20200510,2
6852,20200224,1
6852,20200225,1
6852,20200226,1
6852,20200227,1
6852,20200228,1
6852,20200302,1
6852,20200303,1
6852,20200304,1
6852,20200305,1
6852,20200306,1
6852,20200309,1
6852,20200310,1
6852,20200311,1
6852,20200312,1
6852,20200313,1
6852,20200406,1
6852,20200407,1
6852,20200408,1
6852,20200409,1
6852,20200410,1
6852,20200220,1
6852,20200221,1
6852,20200504,1
6852,20200505,1
6852,20200506,1
4873,20200418,1
4873,20200516,1
2425,20200511,1
2425,20200512,1
2425,20200513,1
2425,20200514,1
2425,20200515,1
2425,20200516,1
2425,20200517,1
2425,20200518,1
2425,20200519,1
2425,20200520,1
2425,20200418,1
2425,20200406,1
2425,20200407,1
2425,20200408,1
2425,20200409,1
2425,20200410,1
2425,20200414,1
2425,20200415,1
2425,20200416,1
2425,20200417,1
2425,20200420,1
2425,20200421,1
2425,20200422,1
2425,20200423,1
2425,20200424,1
2425,20200427,1
2425,20200428,1
2425,20200429,1
2425,20200430,1
2425,20200504,1
2425,20200505,1
2425,20200506,1
2425,20200507,1
2425,20200413,2
11418,20200516,1
11418,20200517,1
11418,20200418,1
12657,20200423,1
12657,20200416,1
1085,20200307,1
4039,20200330,1
4039,20200331,1
4039,20200401,1
4039,20200402,1
4039,20200403,1
4039,20200511,1
4039,20200512,1
4039,20200513,1
4039,20200514,1
4039,20200515,1
4039,20200518,1
4039,20200519,1
4039,20200520,1
4039,20200413,2
4039,20200501,2
1318,20200406,1
1318,20200407,1
1318,20200408,1
1318,20200409,1
1318,20200410,1
1318,20200504,1
1318,20200505,1
1318,20200506,1
1318,20200507,1
12658,20200413,1
12659,20200330,1
12659,20200331,1
12659,20200401,1
12659,20200402,1
12659,20200403,1
12659,20200404,1
12659,20200405,1
12659,20200517,1
12659,20200406,1
12659,20200407,1
12659,20200408,1
12659,20200409,1
12659,20200410,1
12660,20200418,1
12660,20200511,1
12660,20200512,1
12660,20200513,1
12660,20200514,1
12660,20200515,1
12660,20200518,1
12660,20200519,1
12660,20200520,1
12660,20200427,1
12660,20200428,1
12660,20200429,1
12660,20200430,1
12660,20200504,1
12660,20200505,1
12660,20200506,1
12660,20200507,1
12661,20200221,1
12662,20200511,1
12662,20200512,1
12662,20200513,1
12662,20200514,1
12662,20200515,1
12662,20200517,1
12662,20200518,1
12662,20200519,1
12662,20200520,1
12662,20200427,1
12662,20200428,1
12662,20200429,1
12662,20200430,1
12662,20200503,1
12662,20200504,1
12662,20200505,1
12662,20200506,1
12662,20200507,1
12662,20200510,1
12663,20200221,1
12665,20200329,1
12665,20200405,1
12665,20200517,1
12665,20200322,1
4035,20200411,1
4035,20200424,2
254,20200316,1
5875,20200517,1
5875,20200405,1
10740,20200501,1
10740,20200508,1
10740,20200411,1
10740,20200502,2
156,20200502,1
12666,20200411,1
12666,20200424,2
12667,20200308,1
12668,20200221,2
12669,20200413,1
12670,20200418,1
4579,20200404,1
4579,20200418,1
12675,20200221,2
9925,20200518,1
9925,20200519,1
9925,20200520,1
9925,20200413,2
1493,20200511,1
1493,20200512,1
1493,20200513,1
1493,20200514,1
1493,20200515,1
1493,20200518,1
1493,20200519,1
1493,20200520,1
1493,20200427,1
1493,20200428,1
1493,20200429,1
1493,20200430,1
1493,20200504,1
1493,20200505,1
1493,20200506,1
1493,20200507,1
1493,20200413,2
40,20200314,1
12676,20200220,1
12677,20200413,2
12677,20200416,2
12678,20200411,1
12678,20200424,2
12679,20200427,1
12679,20200428,1
12679,20200429,1
12679,20200430,1
12679,20200504,1
12679,20200505,1
12679,20200506,1
12679,20200507,1
12679,20200511,1
12679,20200512,1
12679,20200513,1
12679,20200514,1
12679,20200518,1
12679,20200519,1
12679,20200413,2
1210,20200220,1
7340,20200413,1
7340,20200412,2
1029,20200306,1
12680,20200515,1
12680,20200424,1
12680,20200417,1
12680,20200520,1
12680,20200423,2
2807,20200327,1
2597,20200320,1
10358,20200511,1
10358,20200512,1
10358,20200513,1
10358,20200514,1
10358,20200515,1
10358,20200517,1
10358,20200518,1
10358,20200519,1
10358,20200520,1
10358,20200427,1
10358,20200428,1
10358,20200429,1
10358,20200430,1
10358,20200503,1
10358,20200504,1
10358,20200505,1
10358,20200506,1
10358,20200507,1
10358,20200510,1
10358,20200412,2
277,20200313,1
10403,20200517,1
10403,20200418,1
10403,20200404,1
10403,20200405,1
6462,20200418,1
6462,20200404,1
6462,20200405,1
12682,20200411,1
12682,20200424,2
12683,20200520,1
12685,20200318,1
12686,20200325,1
3058,20200411,1
3058,20200424,2
6990,20200517,1
6990,20200418,1
6990,20200404,1
6990,20200405,1
6173,20200511,1
6173,20200512,1
6173,20200513,1
6173,20200514,1
6173,20200515,1
368,20200426,1
12687,20200512,1
12687,20200514,1
12687,20200519,1
12687,20200506,2
12688,20200303,1
4656,20200501,1
4656,20200508,1
4656,20200411,1
4656,20200502,2
6799,20200404,1
6799,20200418,1
6799,20200507,1
6799,20200518,1
6799,20200519,1
6799,20200520,1
6799,20200413,2
12689,20200411,1
12689,20200424,2
6171,20200330,1
6171,20200331,1
6171,20200401,1
6171,20200402,1
6171,20200403,1
6171,20200404,1
6171,20200405,1
6171,20200517,1
6171,20200414,1
6171,20200415,1
6171,20200416,1
6171,20200417,1
6171,20200418,1
6171,20200420,1
6171,20200421,1
6171,20200422,1
6171,20200423,1
6171,20200424,1
6171,20200518,1
6171,20200519,1
6171,20200520,1
6455,20200507,1
6455,20200403,1
6455,20200515,1
12690,20200304,1
12691,20200506,1
12692,20200317,1
2926,20200330,1
2926,20200331,1
2926,20200401,1
2926,20200402,1
12693,20200324,1
12694,20200511,1
12694,20200513,1
12694,20200518,1
12694,20200414,2
12696,20200411,1
12696,20200424,2
1992,20200221,1
6321,20200413,1
6321,20200418,1
6321,20200404,1
6321,20200412,2
12699,20200413,1
12699,20200412,1
12699,20200419,1
12700,20200413,1
12703,20200303,1
12704,20200324,1
12705,20200414,1
12705,20200514,1
12705,20200515,1
12705,20200520,1
12705,20200427,1
12705,20200429,1
12705,20200430,1
12705,20200504,1
12705,20200506,1
12705,20200507,1
12705,20200413,2
12705,20200511,2
12705,20200513,2
12705,20200518,2
12708,20200413,1
6322,20200515,1
12709,20200411,1
12709,20200424,2
12712,20200413,1
12713,20200404,1
12713,20200405,1
12713,20200517,1
12713,20200418,1
12713,20200520,1
12713,20200511,1
12713,20200515,1
12713,20200518,1
12713,20200512,2
12713,20200514,2
12713,20200413,2
12713,20200501,2
12713,20200519,2
12715,20200226,1
6797,20200517,1
6797,20200405,1
8731,20200330,1
12718,20200225,1
8732,20200406,1
8732,20200420,1
2806,20200323,1
12719,20200225,1
12720,20200317,1
12721,20200511,1
12721,20200513,1
12721,20200518,1
12721,20200414,2
5670,20200413,1
5670,20200418,1
5670,20200404,1
5670,20200412,2
